,Location,2020,2021,2022,Income_per_Capita
44,"Madison, AL",56265.0,60198.0,61252.0,59238.333333333336
45,"Marengo, AL",43790.0,46837.0,46799.0,45808.666666666664
46,"Marion, AL",37100.0,41264.0,42330.0,40231.333333333336
47,"Marshall, AL",41147.0,45298.0,45892.0,44112.333333333336
48,"Mobile, AL",42416.0,47372.0,47586.0,45791.333333333336
49,"Monroe, AL",38727.0,42105.0,41177.0,40669.666666666664
50,"Montgomery, AL",46116.0,49165.0,49199.0,48160.0
51,"Morgan, AL",42823.0,46248.0,46203.0,45091.333333333336
52,"Perry, AL",37701.0,39995.0,38292.0,38662.666666666664
53,"Pickens, AL",39331.0,42738.0,42664.0,41577.666666666664
54,"Pike, AL",40936.0,45430.0,46766.0,44377.333333333336
55,"Randolph, AL",36506.0,41647.0,42590.0,40247.666666666664
56,"Russell, AL",35834.0,39584.0,38452.0,37956.666666666664
57,"St. Clair, AL",43432.0,47088.0,48058.0,46192.666666666664
58,"Shelby, AL",59313.0,64523.0,67405.0,63747.0
59,"Sumter, AL",35823.0,38899.0,38538.0,37753.333333333336
60,"Talladega, AL",37831.0,41256.0,41231.0,40106.0
61,"Tallapoosa, AL",44621.0,47953.0,48764.0,47112.666666666664
62,"Tuscaloosa, AL",39137.0,40964.0,41232.0,40444.333333333336
63,"Walker, AL",42856.0,45994.0,46698.0,45182.666666666664
64,"Washington, AL",40262.0,43810.0,43656.0,42576.0
65,"Wilcox, AL",35964.0,39538.0,39881.0,38461.0
66,"Winston, AL",39386.0,42066.0,43785.0,41745.666666666664
67,"Aleutian Islands Census Area, AK*",,,,
68,"Aleutians East Borough, AK*",57010.0,58769.0,63878.0,59885.666666666664
69,"Aleutians West Census Area, AK*",62591.0,63537.0,69259.0,65129.0
70,"Anchorage Municipality, AK",67764.0,72331.0,75506.0,71867.0
71,"Bethel Census Area, AK*",45709.0,46535.0,48700.0,46981.333333333336
72,"Bristol Bay Borough, AK",139499.0,155951.0,157546.0,150998.66666666666
73,"Chugach Census Area, AK*",61431.0,68702.0,70721.0,66951.33333333333
74,"Copper River Census Area, AK*",49024.0,57179.0,60227.0,55476.666666666664
75,"Denali Borough, AK*",88560.0,107766.0,120674.0,105666.66666666667
76,"Dillingham Census Area, AK*",57520.0,57703.0,60904.0,58709.0
77,"Fairbanks North Star Borough, AK",60410.0,65243.0,67790.0,64481.0
78,"Haines Borough, AK*",75823.0,78623.0,85663.0,80036.33333333333
79,"Hoonah-Angoon Census Area, AK*",55325.0,58965.0,66897.0,60395.666666666664
80,"Juneau City and Borough, AK",70659.0,74872.0,78632.0,74721.0
81,"Kenai Peninsula Borough, AK*",55838.0,59626.0,61262.0,58908.666666666664
82,"Ketchikan Gateway Borough, AK*",66142.0,69043.0,72997.0,69394.0
83,"Kodiak Island Borough, AK",65458.0,68188.0,71593.0,68413.0
84,"Kusilvak Census Area, AK*",32643.0,35394.0,36672.0,34903.0
85,"Lake and Peninsula Borough, AK*",58144.0,63407.0,67312.0,62954.333333333336
86,"Matanuska-Susitna Borough, AK",52717.0,55049.0,58048.0,55271.333333333336
87,"Nome Census Area, AK",53918.0,56983.0,61962.0,57621.0
88,"North Slope Borough, AK*",76256.0,70272.0,74651.0,73726.33333333333
89,"Northwest Arctic Borough, AK",49121.0,51860.0,55286.0,52089.0
90,"Petersburg Borough, AK*",68829.0,76104.0,73152.0,72695.0
91,"Prince of Wales-Hyder Census Area, AK*",51546.0,51360.0,53173.0,52026.333333333336
92,"Prince of Wales-Outer Ketchikan Census Area, AK*",,,,
93,"Sitka City and Borough, AK*",67848.0,75822.0,80252.0,74640.66666666667
94,"Skagway Municipality, AK*",57961.0,67477.0,75545.0,66994.33333333333
95,"Skagway-Yakutat-Angoon Census Area, AK*",,,,
96,"Skagway-Hoonah-Angoon Census Area, AK*",,,,
97,"Southeast Fairbanks Census Area, AK*",53262.0,58798.0,60361.0,57473.666666666664
98,"Valdez-Cordova Census Area, AK*",,,,
99,"Wrangell City and Borough, AK*",56521.0,59141.0,60959.0,58873.666666666664
100,"Wrangell-Petersburg Census Area, AK*",,,,
101,"Yakutat City and Borough, AK*",58753.0,61535.0,64037.0,61441.666666666664
102,"Yukon-Koyukuk Census Area, AK*",58074.0,61353.0,65096.0,61507.666666666664
103,"Aleutian Islands Division, AK*",,,,
104,"Angoon Division, AK*",,,,
105,"Barrow-North Slope Division, AK*",,,,
106,"Bethel Division, AK*",,,,
107,"Bristol Bay Division, AK*",,,,
108,"Cordova-McCarthy Division, AK*",,,,
109,"Haines Division, AK*",,,,
110,"Kenai-Cook Inlet Division, AK*",,,,
111,"Kuskokwim Division, AK*",,,,
112,"Outer Ketchikan Division, AK*",,,,
113,"Prince of Wales Division, AK*",,,,
114,"Seward Division, AK*",,,,
115,"Sitka Division, AK*",,,,
116,"Skagway-Yakutat Division, AK*",,,,
117,"Southeast Fairbanks Division, AK*",,,,
118,"Upper Yukon Division, AK*",,,,
119,"Valdez-Chitina-Whittier Division, AK*",,,,
120,"Wrangell-Petersburg Division, AK*",,,,
121,"Yukon-Koyukuk Division, AK*",,,,
122,"Apache, AZ",42192.0,45817.0,45633.0,44547.333333333336
123,"Cochise, AZ",46835.0,49445.0,50195.0,48825.0
124,"Coconino, AZ",52890.0,56505.0,58933.0,56109.333333333336
125,"Gila, AZ",44992.0,49250.0,50505.0,48249.0
126,"Graham, AZ",35930.0,39014.0,40981.0,38641.666666666664
127,"Greenlee, AZ",43210.0,48193.0,54219.0,48540.666666666664
128,"La Paz, AZ*",46218.0,51897.0,53997.0,50704.0
129,"Maricopa, AZ",56024.0,61008.0,63461.0,60164.333333333336
130,"Mohave, AZ",40229.0,42777.0,44645.0,42550.333333333336
131,"Navajo, AZ",38620.0,42102.0,42096.0,40939.333333333336
132,"Pima, AZ",49601.0,53034.0,54464.0,52366.333333333336
133,"Pinal, AZ",41546.0,44574.0,45950.0,44023.333333333336
134,"Santa Cruz, AZ",43176.0,47119.0,47898.0,46064.333333333336
135,"Yavapai, AZ",46954.0,50065.0,51747.0,49588.666666666664
136,"Yuma, AZ*",42177.0,44285.0,44811.0,43757.666666666664
137,"Arkansas, AR",52013.0,59129.0,57819.0,56320.333333333336
138,"Ashley, AR",39850.0,43178.0,44693.0,42573.666666666664
139,"Baxter, AR",41064.0,43971.0,44402.0,43145.666666666664
140,"Benton, AR",83178.0,94227.0,98822.0,92075.66666666667
141,"Boone, AR",38572.0,42474.0,42367.0,41137.666666666664
142,"Bradley, AR",43164.0,46851.0,48740.0,46251.666666666664
143,"Calhoun, AR",42539.0,45906.0,47021.0,45155.333333333336
144,"Carroll, AR",34908.0,40903.0,41731.0,39180.666666666664
145,"Chicot, AR",44391.0,48652.0,45390.0,46144.333333333336
146,"Clark, AR",41644.0,42816.0,42339.0,42266.333333333336
147,"Clay, AR",39407.0,44611.0,43534.0,42517.333333333336
148,"Cleburne, AR",45100.0,47640.0,48466.0,47068.666666666664
149,"Cleveland, AR",42243.0,47838.0,51226.0,47102.333333333336
150,"Columbia, AR",41393.0,44008.0,45298.0,43566.333333333336
151,"Conway, AR",41962.0,45958.0,47384.0,45101.333333333336
152,"Craighead, AR",42319.0,46746.0,46373.0,45146.0
153,"Crawford, AR",38448.0,41293.0,41735.0,40492.0
154,"Crittenden, AR",41433.0,45226.0,44072.0,43577.0
155,"Cross, AR",40176.0,42803.0,41096.0,41358.333333333336
156,"Dallas, AR",43720.0,46351.0,47046.0,45705.666666666664
157,"Desha, AR",44694.0,49934.0,48207.0,47611.666666666664
158,"Drew, AR",42835.0,46141.0,46516.0,45164.0
159,"Faulkner, AR",44624.0,47383.0,48161.0,46722.666666666664
160,"Franklin, AR",35810.0,40598.0,42047.0,39485.0
161,"Fulton, AR",32534.0,34739.0,34007.0,33760.0
162,"Garland, AR",45130.0,47762.0,48507.0,47133.0
163,"Grant, AR",43066.0,45341.0,45847.0,44751.333333333336
164,"Greene, AR",38993.0,41554.0,41559.0,40702.0
165,"Hempstead, AR",35619.0,40520.0,42949.0,39696.0
166,"Hot Spring, AR",34928.0,37551.0,37659.0,36712.666666666664
167,"Howard, AR",36069.0,43359.0,47291.0,42239.666666666664
168,"Independence, AR",38571.0,43048.0,44216.0,41945.0
169,"Izard, AR",32854.0,34443.0,34660.0,33985.666666666664
170,"Jackson, AR",42060.0,44141.0,45916.0,44039.0
171,"Jefferson, AR",38360.0,41301.0,40786.0,40149.0
172,"Johnson, AR",31868.0,35090.0,35505.0,34154.333333333336
173,"Lafayette, AR",40569.0,47346.0,49687.0,45867.333333333336
174,"Lawrence, AR",39109.0,40422.0,42271.0,40600.666666666664
175,"Lee, AR",33059.0,39589.0,35818.0,36155.333333333336
176,"Lincoln, AR",29553.0,33245.0,33042.0,31946.666666666668
177,"Little River, AR",38061.0,40902.0,41691.0,40218.0
178,"Logan, AR",35622.0,39072.0,40841.0,38511.666666666664
179,"Lonoke, AR",45170.0,47982.0,48433.0,47195.0
180,"Madison, AR",35138.0,43025.0,44395.0,40852.666666666664
181,"Marion, AR",33807.0,37115.0,36718.0,35880.0
182,"Miller, AR",37613.0,40433.0,39978.0,39341.333333333336
183,"Mississippi, AR",37870.0,45431.0,43455.0,42252.0
184,"Monroe, AR",39376.0,42735.0,40123.0,40744.666666666664
185,"Montgomery, AR",34862.0,37495.0,37923.0,36760.0
186,"Nevada, AR",35352.0,39114.0,40501.0,38322.333333333336
187,"Newton, AR",35535.0,38339.0,37835.0,37236.333333333336
188,"Ouachita, AR",43455.0,46915.0,48100.0,46156.666666666664
189,"Perry, AR",40629.0,43323.0,44265.0,42739.0
190,"Phillips, AR",40166.0,46476.0,44342.0,43661.333333333336
191,"Pike, AR",35391.0,40466.0,41288.0,39048.333333333336
192,"Poinsett, AR",39122.0,43231.0,42536.0,41629.666666666664
193,"Polk, AR",33975.0,37993.0,39652.0,37206.666666666664
194,"Pope, AR",37783.0,41393.0,41693.0,40289.666666666664
195,"Prairie, AR",40890.0,44301.0,43530.0,42907.0
196,"Pulaski, AR",55665.0,60465.0,61575.0,59235.0
197,"Randolph, AR",37003.0,40175.0,40964.0,39380.666666666664
198,"St. Francis, AR",33567.0,36972.0,35659.0,35399.333333333336
199,"Saline, AR",47277.0,51191.0,52328.0,50265.333333333336
200,"Scott, AR",33922.0,37889.0,39895.0,37235.333333333336
201,"Searcy, AR",31550.0,34618.0,33616.0,33261.333333333336
202,"Sebastian, AR",45266.0,47834.0,48381.0,47160.333333333336
203,"Sevier, AR",35628.0,41789.0,44850.0,40755.666666666664
204,"Sharp, AR",37085.0,41195.0,43728.0,40669.333333333336
205,"Stone, AR",34072.0,37248.0,36857.0,36059.0
206,"Union, AR",50523.0,49854.0,51180.0,50519.0
207,"Van Buren, AR",35851.0,39055.0,38450.0,37785.333333333336
208,"Washington, AR",44883.0,48826.0,48785.0,47498.0
209,"White, AR",40817.0,43223.0,43574.0,42538.0
210,"Woodruff, AR",45716.0,50500.0,50313.0,48843.0
211,"Yell, AR",36843.0,41968.0,44030.0,40947.0
212,"Alameda, CA",87561.0,98657.0,97754.0,94657.33333333333
213,"Alpine, CA",74088.0,69869.0,67551.0,70502.66666666667
214,"Amador, CA",47359.0,49980.0,48463.0,48600.666666666664
215,"Butte, CA",51308.0,56011.0,54974.0,54097.666666666664
216,"Calaveras, CA",54090.0,56723.0,56001.0,55604.666666666664
217,"Colusa, CA",56086.0,59102.0,55502.0,56896.666666666664
218,"Contra Costa, CA",86359.0,94834.0,95047.0,92080.0
219,"Del Norte, CA",41477.0,44708.0,43677.0,43287.333333333336
220,"El Dorado, CA",74197.0,79736.0,82062.0,78665.0
221,"Fresno, CA",48095.0,51692.0,50549.0,50112.0
222,"Glenn, CA",49494.0,52251.0,51055.0,50933.333333333336
223,"Humboldt, CA",50271.0,54214.0,54043.0,52842.666666666664
224,"Imperial, CA",45565.0,48228.0,45188.0,46327.0
225,"Inyo, CA",59712.0,60944.0,61501.0,60719.0
226,"Kern, CA",44490.0,46651.0,44862.0,45334.333333333336
227,"Kings, CA",41185.0,43818.0,42525.0,42509.333333333336
228,"Lake, CA",44016.0,46852.0,45623.0,45497.0
229,"Lassen, CA",38061.0,41151.0,40700.0,39970.666666666664
230,"Los Angeles, CA",67383.0,73385.0,74142.0,71636.66666666667
231,"Madera, CA",44394.0,47533.0,46406.0,46111.0
232,"Marin, CA",144658.0,165673.0,171177.0,160502.66666666666
233,"Mariposa, CA",57215.0,60584.0,61230.0,59676.333333333336
234,"Mendocino, CA",52477.0,56701.0,57310.0,55496.0
235,"Merced, CA",44163.0,47574.0,46188.0,45975.0
236,"Modoc, CA",53072.0,55646.0,56559.0,55092.333333333336
237,"Mono, CA",60401.0,62909.0,65296.0,62868.666666666664
238,"Monterey, CA",60216.0,64799.0,65123.0,63379.333333333336
239,"Napa, CA",81905.0,87422.0,86863.0,85396.66666666667
240,"Nevada, CA",66471.0,70883.0,72759.0,70037.66666666667
241,"Orange, CA",75572.0,81567.0,83553.0,80230.66666666667
242,"Placer, CA",74046.0,79711.0,81791.0,78516.0
243,"Plumas, CA",54643.0,58692.0,59387.0,57574.0
244,"Riverside, CA",48265.0,51468.0,51415.0,50382.666666666664
245,"Sacramento, CA",57243.0,61775.0,61558.0,60192.0
246,"San Benito, CA",59893.0,62148.0,61693.0,61244.666666666664
247,"San Bernardino, CA",45968.0,49570.0,49270.0,48269.333333333336
248,"San Diego, CA",67536.0,73350.0,74326.0,71737.33333333333
249,"San Francisco, CA",134758.0,159968.0,155819.0,150181.66666666666
250,"San Joaquin, CA",51317.0,55827.0,54183.0,53775.666666666664
251,"San Luis Obispo, CA",63024.0,68717.0,67951.0,66564.0
252,"San Mateo, CA",141882.0,174668.0,175070.0,163873.33333333334
253,"Santa Barbara, CA",68801.0,76910.0,75720.0,73810.33333333333
254,"Santa Clara, CA",124637.0,144552.0,144399.0,137862.66666666666
255,"Santa Cruz, CA",78299.0,88997.0,86365.0,84553.66666666667
256,"Shasta, CA",51246.0,54546.0,54120.0,53304.0
257,"Sierra, CA",45192.0,46767.0,47877.0,46612.0
258,"Siskiyou, CA",49301.0,52474.0,51788.0,51187.666666666664
259,"Solano, CA",57029.0,59873.0,58273.0,58391.666666666664
260,"Sonoma, CA",71866.0,78558.0,77900.0,76108.0
261,"Stanislaus, CA",48532.0,52130.0,51015.0,50559.0
262,"Sutter, CA",49536.0,53408.0,52005.0,51649.666666666664
263,"Tehama, CA",44883.0,47750.0,47315.0,46649.333333333336
264,"Trinity, CA",33472.0,35204.0,36314.0,34996.666666666664
265,"Tulare, CA",45523.0,48626.0,47295.0,47148.0
266,"Tuolumne, CA",49653.0,53216.0,52806.0,51891.666666666664
267,"Ventura, CA",68273.0,74527.0,76375.0,73058.33333333333
268,"Yolo, CA",60305.0,66308.0,64279.0,63630.666666666664
269,"Yuba, CA",45680.0,49013.0,48204.0,47632.333333333336
270,"Adams, CO*",48594.0,53185.0,54681.0,52153.333333333336
271,"Alamosa, CO",40636.0,43991.0,43071.0,42566.0
272,"Arapahoe, CO",69132.0,72518.0,76304.0,72651.33333333333
273,"Archuleta, CO",50707.0,54076.0,55120.0,53301.0
274,"Baca, CO",44958.0,50030.0,45659.0,46882.333333333336
275,"Bent, CO",30401.0,35097.0,32978.0,32825.333333333336
276,"Boulder, CO*",81673.0,93472.0,98553.0,91232.66666666667
277,"Broomfield, CO*",73540.0,81176.0,86930.0,80548.66666666667
278,"Chaffee, CO",56194.0,62699.0,64561.0,61151.333333333336
279,"Cheyenne, CO",45294.0,68712.0,52629.0,55545.0
280,"Clear Creek, CO",68755.0,73090.0,77455.0,73100.0
281,"Conejos, CO",41165.0,45543.0,43300.0,43336.0
282,"Costilla, CO",39514.0,41146.0,39571.0,40077.0
283,"Crowley, CO",22614.0,25050.0,22240.0,23301.333333333332
284,"Custer, CO",47761.0,51005.0,50780.0,49848.666666666664
285,"Delta, CO",42775.0,46231.0,47593.0,45533.0
286,"Denver, CO",86823.0,103180.0,112290.0,100764.33333333333
287,"Dolores, CO",39242.0,40752.0,38962.0,39652.0
288,"Douglas, CO",83745.0,90447.0,99168.0,91120.0
289,"Eagle, CO",88073.0,103440.0,113643.0,101718.66666666667
290,"Elbert, CO",65795.0,71818.0,76264.0,71292.33333333333
291,"El Paso, CO",54504.0,59716.0,61076.0,58432.0
292,"Fremont, CO",38348.0,41902.0,42499.0,40916.333333333336
293,"Garfield, CO",57713.0,61395.0,65657.0,61588.333333333336
294,"Gilpin, CO",55446.0,62515.0,66285.0,61415.333333333336
295,"Grand, CO",55998.0,64001.0,68066.0,62688.333333333336
296,"Gunnison, CO",56132.0,62551.0,65797.0,61493.333333333336
297,"Hinsdale, CO",54192.0,56331.0,61084.0,57202.333333333336
298,"Huerfano, CO",44491.0,49647.0,49407.0,47848.333333333336
299,"Jackson, CO",56988.0,60513.0,63428.0,60309.666666666664
300,"Jefferson, CO*",68983.0,75899.0,79751.0,74877.66666666667
301,"Kiowa, CO",52433.0,68255.0,51779.0,57489.0
302,"Kit Carson, CO",41368.0,52606.0,43807.0,45927.0
303,"Lake, CO",43964.0,48546.0,51963.0,48157.666666666664
304,"La Plata, CO",61017.0,66115.0,68794.0,65308.666666666664
305,"Larimer, CO",59762.0,65501.0,67849.0,64370.666666666664
306,"Las Animas, CO",42034.0,44585.0,44498.0,43705.666666666664
307,"Lincoln, CO",32999.0,37901.0,34678.0,35192.666666666664
308,"Logan, CO",43592.0,49575.0,49736.0,47634.333333333336
309,"Mesa, CO",48548.0,53194.0,54654.0,52132.0
310,"Mineral, CO",64799.0,63336.0,67889.0,65341.333333333336
311,"Moffat, CO",43079.0,46306.0,47523.0,45636.0
312,"Montezuma, CO",46985.0,51642.0,50508.0,49711.666666666664
313,"Montrose, CO",45861.0,50585.0,50848.0,49098.0
314,"Morgan, CO",47071.0,52067.0,50640.0,49926.0
315,"Otero, CO",39482.0,42181.0,41533.0,41065.333333333336
316,"Ouray, CO",75140.0,83281.0,88190.0,82203.66666666667
317,"Park, CO",54055.0,58026.0,61230.0,57770.333333333336
318,"Phillips, CO",43704.0,51266.0,48096.0,47688.666666666664
319,"Pitkin, CO",172065.0,195299.0,217482.0,194948.66666666666
320,"Prowers, CO",41074.0,45566.0,45223.0,43954.333333333336
321,"Pueblo, CO",43256.0,46883.0,47208.0,45782.333333333336
322,"Rio Blanco, CO",49649.0,55788.0,56583.0,54006.666666666664
323,"Rio Grande, CO",51083.0,55695.0,54513.0,53763.666666666664
324,"Routt, CO",91880.0,109021.0,119278.0,106726.33333333333
325,"Saguache, CO",40000.0,43155.0,37247.0,40134.0
326,"San Juan, CO",54134.0,56911.0,53172.0,54739.0
327,"San Miguel, CO",100751.0,125547.0,138635.0,121644.33333333333
328,"Sedgwick, CO",40966.0,51613.0,44053.0,45544.0
329,"Summit, CO",77833.0,86289.0,94423.0,86181.66666666667
330,"Teller, CO",56814.0,62821.0,65399.0,61678.0
331,"Washington, CO",40456.0,47498.0,43100.0,43684.666666666664
332,"Weld, CO*",51920.0,56592.0,58860.0,55790.666666666664
333,"Yuma, CO",40759.0,49825.0,44948.0,45177.333333333336
334,"Fairfield, CT",115859.0,119982.0,125185.0,120342.0
335,"Hartford, CT",66436.0,69487.0,70339.0,68754.0
336,"Litchfield, CT",70947.0,76129.0,79947.0,75674.33333333333
337,"Middlesex, CT",70759.0,73081.0,74591.0,72810.33333333333
338,"New Haven, CT",60506.0,63599.0,64829.0,62978.0
339,"New London, CT",61119.0,64182.0,64847.0,63382.666666666664
340,"Tolland, CT",59931.0,60304.0,61498.0,60577.666666666664
341,"Windham, CT",50431.0,53289.0,53504.0,52408.0
342,"Kent, DE",46052.0,49316.0,51188.0,48852.0
343,"New Castle, DE",58624.0,60706.0,66397.0,61909.0
344,"Sussex, DE",56403.0,61815.0,64957.0,61058.333333333336
345,"District of Columbia, DC",89703.0,97498.0,95970.0,94390.33333333333
346,"Alachua, FL",47655.0,52040.0,52594.0,50763.0
347,"Baker, FL",39068.0,42067.0,44763.0,41966.0
348,"Bay, FL",50069.0,54638.0,54268.0,52991.666666666664
349,"Bradford, FL",37466.0,40143.0,41551.0,39720.0
350,"Brevard, FL",51212.0,55934.0,56817.0,54654.333333333336
351,"Broward, FL",56080.0,63819.0,66009.0,61969.333333333336
352,"Calhoun, FL",33095.0,36370.0,36291.0,35252.0
353,"Charlotte, FL",48422.0,52777.0,53227.0,51475.333333333336
354,"Citrus, FL",41602.0,45406.0,45330.0,44112.666666666664
355,"Clay, FL",47815.0,52822.0,53695.0,51444.0
356,"Collier, FL",110993.0,126031.0,131160.0,122728.0
357,"Columbia, FL",39953.0,43991.0,43192.0,42378.666666666664
358,"DeSoto, FL",30593.0,33240.0,32893.0,32242.0
359,"Dixie, FL",33019.0,35540.0,35138.0,34565.666666666664
360,"Duval, FL",49908.0,55344.0,56168.0,53806.666666666664
361,"Escambia, FL",47483.0,51995.0,52257.0,50578.333333333336
362,"Flagler, FL",54916.0,58572.0,60291.0,57926.333333333336
363,"Franklin, FL",38831.0,44765.0,45581.0,43059.0
364,"Gadsden, FL",40828.0,44538.0,44211.0,43192.333333333336
365,"Gilchrist, FL",39778.0,42235.0,42176.0,41396.333333333336
366,"Glades, FL",30798.0,32170.0,31410.0,31459.333333333332
367,"Gulf, FL",45649.0,50226.0,48554.0,48143.0
368,"Hamilton, FL",31555.0,34651.0,34058.0,33421.333333333336
369,"Hardee, FL",32291.0,35471.0,34968.0,34243.333333333336
370,"Hendry, FL",37468.0,40430.0,39249.0,39049.0
371,"Hernando, FL",42700.0,46140.0,46591.0,45143.666666666664
372,"Highlands, FL",38713.0,41693.0,41845.0,40750.333333333336
373,"Hillsborough, FL",53144.0,57905.0,59515.0,56854.666666666664
374,"Holmes, FL",34977.0,38501.0,38620.0,37366.0
375,"Indian River, FL",87110.0,99515.0,105250.0,97291.66666666667
376,"Jackson, FL",37783.0,40603.0,39669.0,39351.666666666664
377,"Jefferson, FL",46583.0,49818.0,49315.0,48572.0
378,"Lafayette, FL",29153.0,32174.0,33903.0,31743.333333333332
379,"Lake, FL",45699.0,51068.0,52291.0,49686.0
380,"Lee, FL",58139.0,62783.0,63568.0,61496.666666666664
381,"Leon, FL",49155.0,53844.0,54244.0,52414.333333333336
382,"Levy, FL",41033.0,44156.0,43873.0,43020.666666666664
383,"Liberty, FL",31331.0,34917.0,32522.0,32923.333333333336
384,"Madison, FL",37897.0,39977.0,40728.0,39534.0
385,"Manatee, FL",53842.0,58861.0,59691.0,57464.666666666664
386,"Marion, FL",40896.0,45009.0,44521.0,43475.333333333336
387,"Martin, FL",97665.0,103621.0,110336.0,103874.0
388,"Miami-Dade, FL",56235.0,65948.0,68481.0,63554.666666666664
389,"Monroe, FL",94837.0,109873.0,119138.0,107949.33333333333
390,"Nassau, FL",66135.0,73137.0,76442.0,71904.66666666667
391,"Okaloosa, FL",53709.0,59322.0,59966.0,57665.666666666664
392,"Okeechobee, FL",35817.0,39219.0,40502.0,38512.666666666664
393,"Orange, FL",48829.0,54726.0,55374.0,52976.333333333336
394,"Osceola, FL",39272.0,44013.0,44344.0,42543.0
395,"Palm Beach, FL",92202.0,103295.0,109055.0,101517.33333333333
396,"Pasco, FL",46646.0,51365.0,52601.0,50204.0
397,"Pinellas, FL",60721.0,66415.0,68642.0,65259.333333333336
398,"Polk, FL",40807.0,43915.0,43223.0,42648.333333333336
399,"Putnam, FL",37372.0,39668.0,39440.0,38826.666666666664
400,"St. Johns, FL",76091.0,83355.0,88388.0,82611.33333333333
401,"St. Lucie, FL",45416.0,50856.0,52363.0,49545.0
402,"Santa Rosa, FL",50522.0,55715.0,57440.0,54559.0
403,"Sarasota, FL",74102.0,81954.0,84035.0,80030.33333333333
404,"Seminole, FL",52928.0,58147.0,59581.0,56885.333333333336
405,"Sumter, FL",59621.0,68524.0,69224.0,65789.66666666667
406,"Suwannee, FL",37672.0,40868.0,41655.0,40065.0
407,"Taylor, FL",34114.0,37863.0,37025.0,36334.0
408,"Union, FL",24472.0,26152.0,26536.0,25720.0
409,"Volusia, FL",47861.0,52364.0,53559.0,51261.333333333336
410,"Wakulla, FL",41790.0,46941.0,47779.0,45503.333333333336
411,"Walton, FL",73458.0,84975.0,88228.0,82220.33333333333
412,"Washington, FL",33893.0,37271.0,36329.0,35831.0
413,"Appling, GA",39134.0,42693.0,43602.0,41809.666666666664
414,"Atkinson, GA",32289.0,35210.0,36622.0,34707.0
415,"Bacon, GA",37448.0,39057.0,39972.0,38825.666666666664
416,"Baker, GA",45061.0,50236.0,49696.0,48331.0
417,"Baldwin, GA",37644.0,42144.0,42270.0,40686.0
418,"Banks, GA",39236.0,42335.0,45056.0,42209.0
419,"Barrow, GA",41874.0,45781.0,46980.0,44878.333333333336
420,"Bartow, GA",43677.0,47617.0,48565.0,46619.666666666664
421,"Ben Hill, GA",35045.0,39215.0,38598.0,37619.333333333336
422,"Berrien, GA",37707.0,39785.0,39871.0,39121.0
423,"Bibb, GA",43114.0,47550.0,46196.0,45620.0
424,"Bleckley, GA",39434.0,42520.0,41038.0,40997.333333333336
425,"Brantley, GA",32305.0,35115.0,34896.0,34105.333333333336
426,"Brooks, GA",37748.0,40041.0,39500.0,39096.333333333336
427,"Bryan, GA",51941.0,56017.0,57520.0,55159.333333333336
428,"Bulloch, GA",35955.0,39375.0,38397.0,37909.0
429,"Burke, GA",39461.0,41852.0,40590.0,40634.333333333336
430,"Butts, GA",37629.0,41252.0,41635.0,40172.0
431,"Calhoun, GA",32097.0,35219.0,33901.0,33739.0
432,"Camden, GA",39770.0,43831.0,43622.0,42407.666666666664
433,"Candler, GA",36647.0,40602.0,40614.0,39287.666666666664
434,"Carroll, GA",44781.0,49127.0,50475.0,48127.666666666664
435,"Catoosa, GA",38879.0,42150.0,42316.0,41115.0
436,"Charlton, GA",29050.0,30915.0,31382.0,30449.0
437,"Chatham, GA",51366.0,56848.0,56682.0,54965.333333333336
438,"Chattahoochee, GA",34644.0,38530.0,36305.0,36493.0
439,"Chattooga, GA",33447.0,36991.0,37055.0,35831.0
440,"Cherokee, GA",57355.0,63168.0,66230.0,62251.0
441,"Clarke, GA",37715.0,40910.0,40970.0,39865.0
442,"Clay, GA",39165.0,39388.0,36851.0,38468.0
443,"Clayton, GA",31757.0,34575.0,32831.0,33054.333333333336
444,"Clinch, GA",41018.0,41910.0,41712.0,41546.666666666664
445,"Cobb, GA",62551.0,68273.0,69932.0,66918.66666666667
446,"Coffee, GA",35602.0,40811.0,38972.0,38461.666666666664
447,"Colquitt, GA",37726.0,41085.0,41164.0,39991.666666666664
448,"Columbia, GA",55580.0,58773.0,58889.0,57747.333333333336
449,"Cook, GA",36499.0,39968.0,38956.0,38474.333333333336
450,"Coweta, GA",53350.0,57721.0,59967.0,57012.666666666664
451,"Crawford, GA",37331.0,40216.0,40218.0,39255.0
452,"Crisp, GA",41968.0,45832.0,44582.0,44127.333333333336
453,"Dade, GA",37930.0,40794.0,41920.0,40214.666666666664
454,"Dawson, GA",51885.0,57898.0,61067.0,56950.0
455,"Decatur, GA",37647.0,42311.0,41224.0,40394.0
456,"DeKalb, GA",55996.0,62588.0,62632.0,60405.333333333336
457,"Dodge, GA",34673.0,37790.0,36210.0,36224.333333333336
458,"Dooly, GA",40575.0,44318.0,44793.0,43228.666666666664
459,"Dougherty, GA",40963.0,46317.0,44681.0,43987.0
460,"Douglas, GA",40654.0,43855.0,43652.0,42720.333333333336
461,"Early, GA",40613.0,43753.0,42119.0,42161.666666666664
462,"Echols, GA",33421.0,34042.0,32683.0,33382.0
463,"Effingham, GA",44578.0,48134.0,48223.0,46978.333333333336
464,"Elbert, GA",38764.0,41816.0,42537.0,41039.0
465,"Emanuel, GA",37954.0,39913.0,39039.0,38968.666666666664
