,Start Date,End Date,Location,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,2020,2021,2022,Income_per_Capita
1986,01/01/2020,09/23/2023,"Ocean, NJ",2,34,29,34029,Distribution of all-cause deaths (%),27272,2788,0.932,0.026,0.0,0.007,,0.033,0.002,Large fringe metro,56954.0,59386.0,59332.0,58557.333333333336
1987,01/01/2020,09/23/2023,"Ocean, NJ",2,34,29,34029,Distribution of COVID-19 deaths (%),27272,2788,0.902,0.028,,0.01,,0.058,,Large fringe metro,56954.0,59386.0,59332.0,58557.333333333336
1988,01/01/2020,09/23/2023,"Ocean, NJ",2,34,29,34029,Distribution of population (%),27272,2788,0.84,0.032,0.001,0.019,0.0,0.096,0.012,Large fringe metro,56954.0,59386.0,59332.0,58557.333333333336
1989,01/01/2020,09/23/2023,"Passaic, NJ",2,34,31,34031,Distribution of all-cause deaths (%),14494,2078,0.571,0.15,0.001,0.038,,0.237,0.003,Large fringe metro,53539.0,57951.0,57067.0,56185.666666666664
1990,01/01/2020,09/23/2023,"Passaic, NJ",2,34,31,34031,Distribution of COVID-19 deaths (%),14494,2078,0.421,0.141,,0.049,,0.385,,Large fringe metro,53539.0,57951.0,57067.0,56185.666666666664
1991,01/01/2020,09/23/2023,"Passaic, NJ",2,34,31,34031,Distribution of population (%),14494,2078,0.399,0.1,0.002,0.055,0.0,0.432,0.012,Large fringe metro,53539.0,57951.0,57067.0,56185.666666666664
1992,01/01/2020,09/23/2023,"Salem, NJ",2,34,33,34033,Distribution of all-cause deaths (%),2430,174,0.808,0.149,,0.005,,0.03,,Large fringe metro,51979.0,55067.0,54250.0,53765.333333333336
1993,01/01/2020,09/23/2023,"Salem, NJ",2,34,33,34033,Distribution of COVID-19 deaths (%),2430,174,0.776,0.184,,,,,,Large fringe metro,51979.0,55067.0,54250.0,53765.333333333336
1994,01/01/2020,09/23/2023,"Salem, NJ",2,34,33,34033,Distribution of population (%),2430,174,0.727,0.136,0.003,0.01,0.0,0.102,0.021,Large fringe metro,51979.0,55067.0,54250.0,53765.333333333336
1995,01/01/2020,09/23/2023,"Somerset, NJ",2,34,35,34035,Distribution of all-cause deaths (%),8651,916,0.795,0.086,,0.062,,0.053,0.003,Large fringe metro,103317.0,106848.0,110753.0,106972.66666666669
1996,01/01/2020,09/23/2023,"Somerset, NJ",2,34,35,34035,Distribution of COVID-19 deaths (%),8651,916,0.738,0.095,,0.053,,0.108,,Large fringe metro,103317.0,106848.0,110753.0,106972.66666666669
1997,01/01/2020,09/23/2023,"Somerset, NJ",2,34,35,34035,Distribution of population (%),8651,916,0.537,0.096,0.001,0.194,0.0,0.154,0.017,Large fringe metro,103317.0,106848.0,110753.0,106972.66666666669
1998,01/01/2020,09/23/2023,"Sussex, NJ",2,34,37,34037,Distribution of all-cause deaths (%),4531,379,0.927,0.023,,0.009,,0.039,,Large fringe metro,67079.0,70291.0,71671.0,69680.33333333333
1999,01/01/2020,09/23/2023,"Sussex, NJ",2,34,37,34037,Distribution of COVID-19 deaths (%),4531,379,0.831,0.063,,,,0.087,,Large fringe metro,67079.0,70291.0,71671.0,69680.33333333333
2000,01/01/2020,09/23/2023,"Sussex, NJ",2,34,37,34037,Distribution of population (%),4531,379,0.845,0.023,0.001,0.02,0.0,0.096,0.014,Large fringe metro,67079.0,70291.0,71671.0,69680.33333333333
2001,01/01/2020,09/23/2023,"Union, NJ",1,34,39,34039,Distribution of all-cause deaths (%),16964,2195,0.567,0.23,0.001,0.035,,0.166,0.002,Large central metro,70682.0,75285.0,76616.0,74194.33333333333
2002,01/01/2020,09/23/2023,"Union, NJ",1,34,39,34039,Distribution of COVID-19 deaths (%),16964,2195,0.436,0.246,,0.041,,0.272,,Large central metro,70682.0,75285.0,76616.0,74194.33333333333
2003,01/01/2020,09/23/2023,"Union, NJ",1,34,39,34039,Distribution of population (%),16964,2195,0.386,0.21,0.001,0.057,0.0,0.332,0.014,Large central metro,70682.0,75285.0,76616.0,74194.33333333333
2004,01/01/2020,09/23/2023,"Warren, NJ",3,34,41,34041,Distribution of all-cause deaths (%),3901,372,0.913,0.038,,0.011,,0.035,,Medium metro,59268.0,61960.0,62921.0,61383.0
2005,01/01/2020,09/23/2023,"Warren, NJ",3,34,41,34041,Distribution of COVID-19 deaths (%),3901,372,0.874,0.048,,,,0.059,,Medium metro,59268.0,61960.0,62921.0,61383.0
2006,01/01/2020,09/23/2023,"Warren, NJ",3,34,41,34041,Distribution of population (%),3901,372,0.793,0.054,0.001,0.029,0.0,0.108,0.014,Medium metro,59268.0,61960.0,62921.0,61383.0
2007,01/01/2020,09/23/2023,"Bernalillo, NM",3,35,1,35001,Distribution of all-cause deaths (%),32162,3470,0.469,0.027,0.092,0.012,0.001,0.39,0.01,Medium metro,50063.0,54551.0,55543.0,53385.666666666664
2008,01/01/2020,09/23/2023,"Bernalillo, NM",3,35,1,35001,Distribution of COVID-19 deaths (%),32162,3470,0.324,0.021,0.196,0.01,,0.437,0.011,Medium metro,50063.0,54551.0,55543.0,53385.666666666664
2009,01/01/2020,09/23/2023,"Bernalillo, NM",3,35,1,35001,Distribution of population (%),32162,3470,0.378,0.027,0.043,0.027,0.001,0.506,0.019,Medium metro,50063.0,54551.0,55543.0,53385.666666666664
2010,01/01/2020,09/23/2023,"Chaves, NM",5,35,5,35005,Distribution of all-cause deaths (%),2655,341,0.594,0.019,0.007,,,0.37,0.007,Micropolitan,43088.0,46647.0,47792.0,45842.333333333336
2011,01/01/2020,09/23/2023,"Chaves, NM",5,35,5,35005,Distribution of COVID-19 deaths (%),2655,341,0.443,,,,,0.528,,Micropolitan,43088.0,46647.0,47792.0,45842.333333333336
2012,01/01/2020,09/23/2023,"Chaves, NM",5,35,5,35005,Distribution of population (%),2655,341,0.371,0.015,0.008,0.009,0.001,0.587,0.01,Micropolitan,43088.0,46647.0,47792.0,45842.333333333336
2013,01/01/2020,09/23/2023,"Curry, NM",5,35,9,35009,Distribution of all-cause deaths (%),1578,186,0.621,0.049,0.007,0.01,,0.307,,Micropolitan,48363.0,51328.0,53676.0,51122.333333333336
2014,01/01/2020,09/23/2023,"Curry, NM",5,35,9,35009,Distribution of COVID-19 deaths (%),1578,186,0.495,,,,,0.452,,Micropolitan,48363.0,51328.0,53676.0,51122.333333333336
2015,01/01/2020,09/23/2023,"Curry, NM",5,35,9,35009,Distribution of population (%),1578,186,0.455,0.057,0.006,0.016,0.001,0.442,0.022,Micropolitan,48363.0,51328.0,53676.0,51122.333333333336
2016,01/01/2020,09/23/2023,"Eddy, NM",5,35,15,35015,Distribution of all-cause deaths (%),1947,192,0.614,0.016,0.006,,,0.352,0.008,Micropolitan,59037.0,64865.0,67457.0,63786.333333333336
2017,01/01/2020,09/23/2023,"Eddy, NM",5,35,15,35015,Distribution of COVID-19 deaths (%),1947,192,0.505,,,,,0.474,,Micropolitan,59037.0,64865.0,67457.0,63786.333333333336
2018,01/01/2020,09/23/2023,"Eddy, NM",5,35,15,35015,Distribution of population (%),1947,192,0.441,0.014,0.01,0.007,0.001,0.516,0.012,Micropolitan,59037.0,64865.0,67457.0,63786.333333333336
2019,01/01/2020,09/23/2023,"Lea, NM",5,35,25,35025,Distribution of all-cause deaths (%),1880,214,0.585,0.048,0.009,,,0.351,,Micropolitan,45549.0,47708.0,52825.0,48694.0
2020,01/01/2020,09/23/2023,"Lea, NM",5,35,25,35025,Distribution of COVID-19 deaths (%),1880,214,0.5,0.047,,,,0.439,,Micropolitan,45549.0,47708.0,52825.0,48694.0
2021,01/01/2020,09/23/2023,"Lea, NM",5,35,25,35025,Distribution of population (%),1880,214,0.329,0.033,0.008,0.005,0.0,0.615,0.009,Micropolitan,45549.0,47708.0,52825.0,48694.0
2022,01/01/2020,09/23/2023,"McKinley, NM",5,35,31,35031,Distribution of all-cause deaths (%),2524,324,0.119,0.005,0.763,,,0.103,0.01,Micropolitan,31984.0,35211.0,34910.0,34035.0
2023,01/01/2020,09/23/2023,"McKinley, NM",5,35,31,35031,Distribution of COVID-19 deaths (%),2524,324,0.077,,0.802,,,0.111,,Micropolitan,31984.0,35211.0,34910.0,34035.0
2024,01/01/2020,09/23/2023,"McKinley, NM",5,35,31,35031,Distribution of population (%),2524,324,0.081,0.004,0.74,0.01,0.0,0.146,0.018,Micropolitan,31984.0,35211.0,34910.0,34035.0
2025,01/01/2020,09/23/2023,"Otero, NM",5,35,35,35035,Distribution of all-cause deaths (%),2286,157,0.671,0.031,0.052,0.01,,0.225,0.01,Micropolitan,38876.0,41977.0,41853.0,40902.0
2026,01/01/2020,09/23/2023,"Otero, NM",5,35,35,35035,Distribution of COVID-19 deaths (%),2286,157,0.548,,0.102,,,0.325,,Micropolitan,38876.0,41977.0,41853.0,40902.0
2027,01/01/2020,09/23/2023,"Otero, NM",5,35,35,35035,Distribution of population (%),2286,157,0.478,0.034,0.059,0.015,0.002,0.391,0.022,Micropolitan,38876.0,41977.0,41853.0,40902.0
2028,01/01/2020,09/23/2023,"Rio Arriba, NM",5,35,39,35039,Distribution of all-cause deaths (%),1519,108,0.156,,0.111,,,0.722,,Micropolitan,39018.0,42707.0,43400.0,41708.333333333336
2029,01/01/2020,09/23/2023,"Rio Arriba, NM",5,35,39,35039,Distribution of COVID-19 deaths (%),1519,108,0.12,,0.148,,,0.713,,Micropolitan,39018.0,42707.0,43400.0,41708.333333333336
2030,01/01/2020,09/23/2023,"Rio Arriba, NM",5,35,39,35039,Distribution of population (%),1519,108,0.128,0.005,0.141,0.006,0.0,0.713,0.007,Micropolitan,39018.0,42707.0,43400.0,41708.333333333336
2031,01/01/2020,09/23/2023,"Sandoval, NM",3,35,43,35043,Distribution of all-cause deaths (%),5981,836,0.519,0.018,0.137,0.009,,0.31,0.006,Medium metro,47801.0,51906.0,53144.0,50950.333333333336
2032,01/01/2020,09/23/2023,"Sandoval, NM",3,35,43,35043,Distribution of COVID-19 deaths (%),5981,836,0.295,0.013,0.31,0.013,,0.366,,Medium metro,47801.0,51906.0,53144.0,50950.333333333336
2033,01/01/2020,09/23/2023,"Sandoval, NM",3,35,43,35043,Distribution of population (%),5981,836,0.42,0.021,0.118,0.016,0.001,0.404,0.02,Medium metro,47801.0,51906.0,53144.0,50950.333333333336
2034,01/01/2020,09/23/2023,"San Juan, NM",4,35,45,35045,Distribution of all-cause deaths (%),5273,823,0.447,0.005,0.417,,,0.117,0.011,Small metro,39050.0,43031.0,43489.0,41856.666666666664
2035,01/01/2020,09/23/2023,"San Juan, NM",4,35,45,35045,Distribution of COVID-19 deaths (%),5273,823,0.3,,0.574,,,0.113,,Small metro,39050.0,43031.0,43489.0,41856.666666666664
2036,01/01/2020,09/23/2023,"San Juan, NM",4,35,45,35045,Distribution of population (%),5273,823,0.367,0.005,0.386,0.005,0.001,0.216,0.021,Small metro,39050.0,43031.0,43489.0,41856.666666666664
2037,01/01/2020,09/23/2023,"Santa Fe, NM",4,35,49,35049,Distribution of all-cause deaths (%),5923,484,0.487,0.008,0.044,0.006,,0.445,0.009,Small metro,63104.0,72940.0,74751.0,70265.0
2038,01/01/2020,09/23/2023,"Santa Fe, NM",4,35,49,35049,Distribution of COVID-19 deaths (%),5923,484,0.295,,0.124,,,0.552,,Small metro,63104.0,72940.0,74751.0,70265.0
2039,01/01/2020,09/23/2023,"Santa Fe, NM",4,35,49,35049,Distribution of population (%),5923,484,0.433,0.009,0.025,0.014,0.001,0.506,0.012,Small metro,63104.0,72940.0,74751.0,70265.0
2040,01/01/2020,09/23/2023,"Churchill, NV",5,32,1,32001,Distribution of all-cause deaths (%),1110,112,0.888,0.01,0.042,0.013,,0.035,,Micropolitan,49956.0,55338.0,54206.0,53166.666666666664
2041,01/01/2020,09/23/2023,"Churchill, NV",5,32,1,32001,Distribution of COVID-19 deaths (%),1110,112,0.866,,,,,,,Micropolitan,49956.0,55338.0,54206.0,53166.666666666664
2042,01/01/2020,09/23/2023,"Churchill, NV",5,32,1,32001,Distribution of population (%),1110,112,0.717,0.023,0.042,0.027,0.004,0.151,0.036,Micropolitan,49956.0,55338.0,54206.0,53166.666666666664
2043,01/01/2020,09/23/2023,"Clark, NV",1,32,3,32003,Distribution of all-cause deaths (%),82807,9620,0.634,0.133,0.005,0.073,0.01,0.131,0.014,Large central metro,52562.0,58388.0,59150.0,56700.0
2044,01/01/2020,09/23/2023,"Clark, NV",1,32,3,32003,Distribution of COVID-19 deaths (%),82807,9620,0.527,0.123,0.007,0.103,0.014,0.216,0.011,Large central metro,52562.0,58388.0,59150.0,56700.0
2045,01/01/2020,09/23/2023,"Clark, NV",1,32,3,32003,Distribution of population (%),82807,9620,0.409,0.12,0.005,0.101,0.007,0.318,0.04,Large central metro,52562.0,58388.0,59150.0,56700.0
2046,01/01/2020,09/23/2023,"Elko, NV",5,32,7,32007,Distribution of all-cause deaths (%),1305,110,0.802,0.008,0.054,0.012,,0.115,0.008,Micropolitan,50285.0,53482.0,54046.0,52604.333333333336
2047,01/01/2020,09/23/2023,"Elko, NV",5,32,7,32007,Distribution of COVID-19 deaths (%),1305,110,0.773,,,,,0.164,,Micropolitan,50285.0,53482.0,54046.0,52604.333333333336
2048,01/01/2020,09/23/2023,"Elko, NV",5,32,7,32007,Distribution of population (%),1305,110,0.662,0.009,0.046,0.012,0.001,0.25,0.02,Micropolitan,50285.0,53482.0,54046.0,52604.333333333336
2049,01/01/2020,09/23/2023,"Washoe, NV",3,32,31,32031,Distribution of all-cause deaths (%),20586,1688,0.819,0.025,0.019,0.034,0.006,0.086,0.011,Medium metro,65110.0,75348.0,78078.0,72845.33333333333
2050,01/01/2020,09/23/2023,"Washoe, NV",3,32,31,32031,Distribution of COVID-19 deaths (%),20586,1688,0.695,0.021,0.028,0.056,0.01,0.178,0.011,Medium metro,65110.0,75348.0,78078.0,72845.33333333333
2051,01/01/2020,09/23/2023,"Washoe, NV",3,32,31,32031,Distribution of population (%),20586,1688,0.617,0.024,0.013,0.056,0.006,0.254,0.031,Medium metro,65110.0,75348.0,78078.0,72845.33333333333
2052,01/01/2020,09/23/2023,"Albany, NY",3,36,1,36001,Distribution of all-cause deaths (%),16395,1279,0.852,0.101,0.001,0.016,,0.023,0.006,Medium metro,68825.0,73409.0,73125.0,71786.33333333333
2053,01/01/2020,09/23/2023,"Albany, NY",3,36,1,36001,Distribution of COVID-19 deaths (%),16395,1279,0.83,0.115,,0.022,,0.029,,Medium metro,68825.0,73409.0,73125.0,71786.33333333333
2054,01/01/2020,09/23/2023,"Albany, NY",3,36,1,36001,Distribution of population (%),16395,1279,0.709,0.129,0.002,0.069,0.0,0.065,0.026,Medium metro,68825.0,73409.0,73125.0,71786.33333333333
2055,01/01/2020,09/23/2023,"Allegany, NY",6,36,3,36003,Distribution of all-cause deaths (%),1603,125,0.986,0.009,,,,,,Noncore,41777.0,42166.0,41297.0,41746.666666666664
2056,01/01/2020,09/23/2023,"Allegany, NY",6,36,3,36003,Distribution of COVID-19 deaths (%),1603,125,0.984,,,,,,,Noncore,41777.0,42166.0,41297.0,41746.666666666664
2057,01/01/2020,09/23/2023,"Allegany, NY",6,36,3,36003,Distribution of population (%),1603,125,0.943,0.013,0.002,0.012,0.0,0.018,0.012,Noncore,41777.0,42166.0,41297.0,41746.666666666664
2058,01/01/2020,09/23/2023,"Bronx, NY",1,36,5,36005,Distribution of all-cause deaths (%),49215,7238,0.221,0.328,0.0,0.027,,0.386,0.037,Large central metro,41240.0,44020.0,40691.0,41983.666666666664
2059,01/01/2020,09/23/2023,"Bronx, NY",1,36,5,36005,Distribution of COVID-19 deaths (%),49215,7238,0.157,0.309,,0.038,,0.456,0.04,Large central metro,41240.0,44020.0,40691.0,41983.666666666664
2060,01/01/2020,09/23/2023,"Bronx, NY",1,36,5,36005,Distribution of population (%),49215,7238,0.089,0.291,0.003,0.042,0.001,0.564,0.01,Large central metro,41240.0,44020.0,40691.0,41983.666666666664
2061,01/01/2020,09/23/2023,"Broome, NY",4,36,7,36007,Distribution of all-cause deaths (%),9936,955,0.933,0.036,,0.009,,0.014,0.007,Small metro,47398.0,50152.0,48826.0,48792.0
2062,01/01/2020,09/23/2023,"Broome, NY",4,36,7,36007,Distribution of COVID-19 deaths (%),9936,955,0.934,0.039,,0.013,,,,Small metro,47398.0,50152.0,48826.0,48792.0
2063,01/01/2020,09/23/2023,"Broome, NY",4,36,7,36007,Distribution of population (%),9936,955,0.823,0.057,0.002,0.044,0.0,0.047,0.027,Small metro,47398.0,50152.0,48826.0,48792.0
2064,01/01/2020,09/23/2023,"Cattaraugus, NY",5,36,9,36009,Distribution of all-cause deaths (%),3301,293,0.947,0.013,0.029,,,0.005,0.004,Micropolitan,44580.0,46428.0,45575.0,45527.666666666664
2065,01/01/2020,09/23/2023,"Cattaraugus, NY",5,36,9,36009,Distribution of COVID-19 deaths (%),3301,293,0.942,,,,,,,Micropolitan,44580.0,46428.0,45575.0,45527.666666666664
2066,01/01/2020,09/23/2023,"Cattaraugus, NY",5,36,9,36009,Distribution of population (%),3301,293,0.901,0.013,0.033,0.008,0.0,0.023,0.021,Micropolitan,44580.0,46428.0,45575.0,45527.666666666664
2067,01/01/2020,09/23/2023,"Cayuga, NY",5,36,11,36011,Distribution of all-cause deaths (%),2797,167,0.966,0.023,,,,0.005,0.004,Micropolitan,49227.0,51789.0,51714.0,50910.0
2068,01/01/2020,09/23/2023,"Cayuga, NY",5,36,11,36011,Distribution of COVID-19 deaths (%),2797,167,0.976,,,,,,,Micropolitan,49227.0,51789.0,51714.0,50910.0
2069,01/01/2020,09/23/2023,"Cayuga, NY",5,36,11,36011,Distribution of population (%),2797,167,0.896,0.04,0.004,0.007,0.0,0.032,0.021,Micropolitan,49227.0,51789.0,51714.0,50910.0
2070,01/01/2020,09/23/2023,"Chautauqua, NY",5,36,13,36013,Distribution of all-cause deaths (%),5113,432,0.938,0.017,0.006,,,0.036,,Micropolitan,44634.0,47436.0,46279.0,46116.333333333336
2071,01/01/2020,09/23/2023,"Chautauqua, NY",5,36,13,36013,Distribution of COVID-19 deaths (%),5113,432,0.944,,,,,0.032,,Micropolitan,44634.0,47436.0,46279.0,46116.333333333336
2072,01/01/2020,09/23/2023,"Chautauqua, NY",5,36,13,36013,Distribution of population (%),5113,432,0.867,0.021,0.005,0.006,0.0,0.08,0.02,Micropolitan,44634.0,47436.0,46279.0,46116.333333333336
2073,01/01/2020,09/23/2023,"Chemung, NY",4,36,15,36015,Distribution of all-cause deaths (%),3882,380,0.938,0.043,,0.006,,0.009,0.003,Small metro,49058.0,51797.0,51630.0,50828.333333333336
2074,01/01/2020,09/23/2023,"Chemung, NY",4,36,15,36015,Distribution of COVID-19 deaths (%),3882,380,0.95,0.042,,,,,,Small metro,49058.0,51797.0,51630.0,50828.333333333336
2075,01/01/2020,09/23/2023,"Chemung, NY",4,36,15,36015,Distribution of population (%),3882,380,0.858,0.059,0.003,0.014,0.0,0.035,0.032,Small metro,49058.0,51797.0,51630.0,50828.333333333336
2076,01/01/2020,09/23/2023,"Chenango, NY",6,36,17,36017,Distribution of all-cause deaths (%),1935,144,0.961,,,,,0.008,0.024,Noncore,47274.0,49953.0,49288.0,48838.333333333336
2077,01/01/2020,09/23/2023,"Chenango, NY",6,36,17,36017,Distribution of COVID-19 deaths (%),1935,144,0.965,,,,,,,Noncore,47274.0,49953.0,49288.0,48838.333333333336
2078,01/01/2020,09/23/2023,"Chenango, NY",6,36,17,36017,Distribution of population (%),1935,144,0.945,0.008,0.003,0.006,0.0,0.024,0.014,Noncore,47274.0,49953.0,49288.0,48838.333333333336
2079,01/01/2020,09/23/2023,"Clinton, NY",5,36,19,36019,Distribution of all-cause deaths (%),3265,178,0.966,0.01,0.01,0.004,,0.007,0.003,Micropolitan,48550.0,50930.0,51133.0,50204.333333333336
2080,01/01/2020,09/23/2023,"Clinton, NY",5,36,19,36019,Distribution of COVID-19 deaths (%),3265,178,0.961,,,,,,,Micropolitan,48550.0,50930.0,51133.0,50204.333333333336
2081,01/01/2020,09/23/2023,"Clinton, NY",5,36,19,36019,Distribution of population (%),3265,178,0.9,0.038,0.004,0.014,0.0,0.03,0.014,Micropolitan,48550.0,50930.0,51133.0,50204.333333333336
2082,01/01/2020,09/23/2023,"Columbia, NY",5,36,21,36021,Distribution of all-cause deaths (%),2521,241,0.919,0.048,,0.008,,0.021,,Micropolitan,64301.0,68369.0,69187.0,67285.66666666667
2083,01/01/2020,09/23/2023,"Columbia, NY",5,36,21,36021,Distribution of COVID-19 deaths (%),2521,241,0.905,0.046,,,,,,Micropolitan,64301.0,68369.0,69187.0,67285.66666666667
2084,01/01/2020,09/23/2023,"Columbia, NY",5,36,21,36021,Distribution of population (%),2521,241,0.858,0.046,0.002,0.021,0.0,0.053,0.02,Micropolitan,64301.0,68369.0,69187.0,67285.66666666667
2085,01/01/2020,09/23/2023,"Cortland, NY",5,36,23,36023,Distribution of all-cause deaths (%),1642,134,0.974,0.012,,,,0.008,,Micropolitan,46223.0,48307.0,47648.0,47392.666666666664
2086,01/01/2020,09/23/2023,"Cortland, NY",5,36,23,36023,Distribution of COVID-19 deaths (%),1642,134,0.985,,,,,,,Micropolitan,46223.0,48307.0,47648.0,47392.666666666664
2087,01/01/2020,09/23/2023,"Cortland, NY",5,36,23,36023,Distribution of population (%),1642,134,0.921,0.018,0.003,0.011,0.0,0.029,0.018,Micropolitan,46223.0,48307.0,47648.0,47392.666666666664
2088,01/01/2020,09/23/2023,"Dutchess, NY",2,36,27,36027,Distribution of all-cause deaths (%),11170,1029,0.844,0.089,,0.014,,0.05,0.003,Large fringe metro,63835.0,67260.0,68474.0,66523.0
2089,01/01/2020,09/23/2023,"Dutchess, NY",2,36,27,36027,Distribution of COVID-19 deaths (%),11170,1029,0.797,0.114,,0.015,,0.072,,Large fringe metro,63835.0,67260.0,68474.0,66523.0
2090,01/01/2020,09/23/2023,"Dutchess, NY",2,36,27,36027,Distribution of population (%),11170,1029,0.7,0.106,0.002,0.036,0.0,0.134,0.022,Large fringe metro,63835.0,67260.0,68474.0,66523.0
2091,01/01/2020,09/23/2023,"Erie, NY",1,36,29,36029,Distribution of all-cause deaths (%),43431,4207,0.822,0.131,0.007,0.011,,0.026,0.003,Large central metro,55097.0,57900.0,57450.0,56815.666666666664
2092,01/01/2020,09/23/2023,"Erie, NY",1,36,29,36029,Distribution of COVID-19 deaths (%),43431,4207,0.812,0.138,0.007,0.013,,0.029,,Large central metro,55097.0,57900.0,57450.0,56815.666666666664
2093,01/01/2020,09/23/2023,"Erie, NY",1,36,29,36029,Distribution of population (%),43431,4207,0.745,0.131,0.006,0.04,0.0,0.06,0.019,Large central metro,55097.0,57900.0,57450.0,56815.666666666664
2094,01/01/2020,09/23/2023,"Fulton, NY",5,36,35,36035,Distribution of all-cause deaths (%),2208,188,0.956,0.023,,,,0.014,0.005,Micropolitan,47903.0,50683.0,50202.0,49596.0
2095,01/01/2020,09/23/2023,"Fulton, NY",5,36,35,36035,Distribution of COVID-19 deaths (%),2208,188,0.963,,,,,,,Micropolitan,47903.0,50683.0,50202.0,49596.0
2096,01/01/2020,09/23/2023,"Fulton, NY",5,36,35,36035,Distribution of population (%),2208,188,0.919,0.019,0.002,0.007,0.0,0.037,0.015,Micropolitan,47903.0,50683.0,50202.0,49596.0
2097,01/01/2020,09/23/2023,"Genesee, NY",5,36,37,36037,Distribution of all-cause deaths (%),2326,242,0.95,0.027,0.012,,,0.008,,Micropolitan,48133.0,50043.0,49259.0,49145.0
2098,01/01/2020,09/23/2023,"Genesee, NY",5,36,37,36037,Distribution of COVID-19 deaths (%),2326,242,0.95,,,,,,,Micropolitan,48133.0,50043.0,49259.0,49145.0
2099,01/01/2020,09/23/2023,"Genesee, NY",5,36,37,36037,Distribution of population (%),2326,242,0.902,0.028,0.011,0.006,0.0,0.035,0.018,Micropolitan,48133.0,50043.0,49259.0,49145.0
2100,01/01/2020,09/23/2023,"Herkimer, NY",3,36,43,36043,Distribution of all-cause deaths (%),1716,108,0.98,0.012,,,,,,Medium metro,47905.0,50839.0,49344.0,49362.666666666664
2101,01/01/2020,09/23/2023,"Herkimer, NY",3,36,43,36043,Distribution of COVID-19 deaths (%),1716,108,0.991,,,,,,,Medium metro,47905.0,50839.0,49344.0,49362.666666666664
2102,01/01/2020,09/23/2023,"Herkimer, NY",3,36,43,36043,Distribution of population (%),1716,108,0.939,0.013,0.003,0.006,0.0,0.025,0.014,Medium metro,47905.0,50839.0,49344.0,49362.666666666664
2103,01/01/2020,09/23/2023,"Jefferson, NY",4,36,45,36045,Distribution of all-cause deaths (%),3608,195,0.967,0.013,,0.003,,0.01,0.003,Small metro,50260.0,52354.0,51749.0,51454.333333333336
2104,01/01/2020,09/23/2023,"Jefferson, NY",4,36,45,36045,Distribution of COVID-19 deaths (%),3608,195,0.969,,,,,,,Small metro,50260.0,52354.0,51749.0,51454.333333333336
2105,01/01/2020,09/23/2023,"Jefferson, NY",4,36,45,36045,Distribution of population (%),3608,195,0.814,0.057,0.005,0.016,0.002,0.078,0.028,Small metro,50260.0,52354.0,51749.0,51454.333333333336
2106,01/01/2020,09/23/2023,"Kings, NY",1,36,47,36047,Distribution of all-cause deaths (%),66099,11194,0.366,0.368,0.0,0.084,,0.154,0.027,Large central metro,55031.0,62001.0,60153.0,59061.666666666664
2107,01/01/2020,09/23/2023,"Kings, NY",1,36,47,36047,Distribution of COVID-19 deaths (%),66099,11194,0.343,0.365,,0.087,,0.179,0.025,Large central metro,55031.0,62001.0,60153.0,59061.666666666664
2108,01/01/2020,09/23/2023,"Kings, NY",1,36,47,36047,Distribution of population (%),66099,11194,0.369,0.294,0.002,0.127,0.0,0.188,0.02,Large central metro,55031.0,62001.0,60153.0,59061.666666666664
2109,01/01/2020,09/23/2023,"Livingston, NY",2,36,51,36051,Distribution of all-cause deaths (%),1652,130,0.972,0.012,,,,0.01,,Large fringe metro,49329.0,50433.0,50267.0,50009.666666666664
2110,01/01/2020,09/23/2023,"Livingston, NY",2,36,51,36051,Distribution of COVID-19 deaths (%),1652,130,0.992,,,,,,,Large fringe metro,49329.0,50433.0,50267.0,50009.666666666664
2111,01/01/2020,09/23/2023,"Livingston, NY",2,36,51,36051,Distribution of population (%),1652,130,0.903,0.025,0.003,0.013,0.0,0.041,0.015,Large fringe metro,49329.0,50433.0,50267.0,50009.666666666664
2112,01/01/2020,09/23/2023,"Madison, NY",3,36,53,36053,Distribution of all-cause deaths (%),2238,187,0.975,0.008,0.006,,,0.005,,Medium metro,52001.0,55903.0,55924.0,54609.333333333336
2113,01/01/2020,09/23/2023,"Madison, NY",3,36,53,36053,Distribution of COVID-19 deaths (%),2238,187,0.968,,,,,,,Medium metro,52001.0,55903.0,55924.0,54609.333333333336
2114,01/01/2020,09/23/2023,"Madison, NY",3,36,53,36053,Distribution of population (%),2238,187,0.928,0.017,0.006,0.009,0.0,0.025,0.015,Medium metro,52001.0,55903.0,55924.0,54609.333333333336
2115,01/01/2020,09/23/2023,"Monroe, NY",1,36,55,36055,Distribution of all-cause deaths (%),33200,2729,0.809,0.131,0.002,0.012,,0.042,0.005,Large central metro,57124.0,59883.0,59354.0,58787.0
2116,01/01/2020,09/23/2023,"Monroe, NY",1,36,55,36055,Distribution of COVID-19 deaths (%),33200,2729,0.779,0.141,,0.015,,0.057,0.004,Large central metro,57124.0,59883.0,59354.0,58787.0
2117,01/01/2020,09/23/2023,"Monroe, NY",1,36,55,36055,Distribution of population (%),33200,2729,0.697,0.146,0.002,0.037,0.0,0.095,0.023,Large central metro,57124.0,59883.0,59354.0,58787.0
